"INTERVAL_DATETIME","DUID","MWH_READING","LASTCHANGED"
"7/5/2025 4:05","WNSF1",0,"7/5/2025 4:00"
"7/5/2025 4:05","WOOLNTH1",14.629999,"7/5/2025 4:00"
"7/5/2025 4:05","YAMBUKWF",10.3,"7/5/2025 4:00"
"7/5/2025 4:05","YSWF1",0.5,"7/5/2025 4:00"
"7/5/2025 4:10","BARCSF1",0.2,"7/5/2025 4:05"
"7/5/2025 4:10","BUTLERSG",7.499999,"7/5/2025 4:05"
"7/5/2025 4:10","BWTR1",-23.60708,"7/5/2025 4:05"
"7/5/2025 4:10","CAPTL_WF",0,"7/5/2025 4:05"
"7/5/2025 4:10","CHALLHWF",40.900002,"7/5/2025 4:05"
"7/5/2025 4:10","CLOVER",0,"7/5/2025 4:05"
"7/5/2025 4:10","CLUNY",2.095216,"7/5/2025 4:05"
"7/5/2025 4:10","CONDONG1",23.26,"7/5/2025 4:05"
"7/5/2025 4:10","CULLRGWF",0.49,"7/5/2025 4:05"
"7/5/2025 4:10","DIAPURWF1",5.3,"7/5/2025 4:05"
"7/5/2025 4:10","ERGT01",0,"7/5/2025 4:05"
"7/5/2025 4:10","GB01",0,"7/5/2025 4:05"
"7/5/2025 4:10","GERMCRK",16.200001,"7/5/2025 4:05"
"7/5/2025 4:10","GRIFSF1",0.001526,"7/5/2025 4:05"
"7/5/2025 4:10","HUGSF1",-0.2,"7/5/2025 4:05"
"7/5/2025 4:10","KEPBG1",0,"7/5/2025 4:05"
"7/5/2025 4:10","LRSF1",0,"7/5/2025 4:05"
"7/5/2025 4:10","MBAHNTH",24,"7/5/2025 4:05"
"7/5/2025 4:10","MLSP1",0.038,"7/5/2025 4:05"
"7/5/2025 4:10","MLWF1",4.8,"7/5/2025 4:05"
"7/5/2025 4:10","PALOONA",31.039999,"7/5/2025 4:05"
"7/5/2025 4:10","PIONEER",35.299999,"7/5/2025 4:05"
"7/5/2025 4:10","PORTWF",49,"7/5/2025 4:05"
"7/5/2025 4:10","REPULSE",3.015793,"7/5/2025 4:05"
"7/5/2025 4:10","ROWALLAN",-0.005966,"7/5/2025 4:05"
"7/5/2025 4:10","ROYALLA1",0,"7/5/2025 4:05"
"7/5/2025 4:10","RPCG",-0.6,"7/5/2025 4:05"
"7/5/2025 4:10","RUBICON",0.315,"7/5/2025 4:05"
"7/5/2025 4:10","SHOAL1",43.800003,"7/5/2025 4:05"
"7/5/2025 4:10","TULLYSM1",10.1,"7/5/2025 4:05"
"7/5/2025 4:10","WAUBRAWF",169.774002,"7/5/2025 4:05"
"7/5/2025 4:10","WNSF1",0,"7/5/2025 4:05"
"7/5/2025 4:10","WOOLNTH1",13.46,"7/5/2025 4:05"
"7/5/2025 4:10","YAMBUKWF",10,"7/5/2025 4:05"
"7/5/2025 4:10","YSWF1",0.6,"7/5/2025 4:05"
"7/5/2025 4:15","BARCSF1",0.2,"7/5/2025 4:10"
"7/5/2025 4:15","BUTLERSG",7.499999,"7/5/2025 4:10"
"7/5/2025 4:15","BWTR1",-23.60708,"7/5/2025 4:10"
"7/5/2025 4:15","CAPTL_WF",0,"7/5/2025 4:10"
"7/5/2025 4:15","CHALLHWF",41.900002,"7/5/2025 4:10"
"7/5/2025 4:15","CLOVER",0,"7/5/2025 4:10"
"7/5/2025 4:15","CLUNY",2.071412,"7/5/2025 4:10"
"7/5/2025 4:15","CONDONG1",23.370001,"7/5/2025 4:10"
"7/5/2025 4:15","CULLRGWF",0.28,"7/5/2025 4:10"
"7/5/2025 4:15","DIAPURWF1",5.3,"7/5/2025 4:10"
"7/5/2025 4:15","ERGT01",0,"7/5/2025 4:10"
"7/5/2025 4:15","GB01",0,"7/5/2025 4:10"
"7/5/2025 4:15","GRIFSF1",0.001526,"7/5/2025 4:10"
"7/5/2025 4:15","HUGSF1",-0.2,"7/5/2025 4:10"
"7/5/2025 4:15","KEPBG1",0,"7/5/2025 4:10"
"7/5/2025 4:15","LRSF1",0,"7/5/2025 4:10"
"7/5/2025 4:15","MBAHNTH",24.299999,"7/5/2025 4:10"
"7/5/2025 4:15","MLSP1",0.038,"7/5/2025 4:10"
"7/5/2025 4:15","MLWF1",4.485,"7/5/2025 4:10"
"7/5/2025 4:15","PALOONA",29.869999,"7/5/2025 4:10"
"7/5/2025 4:15","PIONEER",39.400002,"7/5/2025 4:10"
"7/5/2025 4:15","PORTWF",51,"7/5/2025 4:10"
"7/5/2025 4:15","REPULSE",3.079271,"7/5/2025 4:10"
"7/5/2025 4:15","ROWALLAN",-0.005447,"7/5/2025 4:10"
"7/5/2025 4:15","ROYALLA1",0,"7/5/2025 4:10"
"7/5/2025 4:15","RPCG",-0.6,"7/5/2025 4:10"
"7/5/2025 4:15","RUBICON",0.18,"7/5/2025 4:10"
"7/5/2025 4:15","SHOAL1",43.779999,"7/5/2025 4:10"
"7/5/2025 4:15","TULLYSM1",9.9,"7/5/2025 4:10"
"7/5/2025 4:15","WAUBRAWF",165.927002,"7/5/2025 4:10"
"7/5/2025 4:15","WNSF1",0,"7/5/2025 4:10"
"7/5/2025 4:15","WOOLNTH1",13.369999,"7/5/2025 4:10"
"7/5/2025 4:15","YAMBUKWF",10.5,"7/5/2025 4:10"
"7/5/2025 4:15","YSWF1",0.7,"7/5/2025 4:10"
"7/5/2025 4:20","BARCSF1",0.2,"7/5/2025 4:15"
"7/5/2025 4:20","BUTLERSG",7.499999,"7/5/2025 4:15"
"7/5/2025 4:20","BWTR1",-23.60708,"7/5/2025 4:15"
"7/5/2025 4:20","CAPTL_WF",0,"7/5/2025 4:15"
"7/5/2025 4:20","CHALLHWF",40.5,"7/5/2025 4:15"
"7/5/2025 4:20","CLOVER",0,"7/5/2025 4:15"
"7/5/2025 4:20","CLUNY",2.123598,"7/5/2025 4:15"
"7/5/2025 4:20","CONDONG1",23.01,"7/5/2025 4:15"
"7/5/2025 4:20","CULLRGWF",0.1,"7/5/2025 4:15"
"7/5/2025 4:20","DIAPURWF1",5.3,"7/5/2025 4:15"
"7/5/2025 4:20","ERGT01",0,"7/5/2025 4:15"
"7/5/2025 4:20","GB01",0,"7/5/2025 4:15"
"7/5/2025 4:20","GERMCRK",15.697,"7/5/2025 4:15"
"7/5/2025 4:20","GRIFSF1",0.001526,"7/5/2025 4:15"
"7/5/2025 4:20","HUGSF1",-0.2,"7/5/2025 4:15"
"7/5/2025 4:20","KEPBG1",0,"7/5/2025 4:15"
"7/5/2025 4:20","LRSF1",0,"7/5/2025 4:15"
"7/5/2025 4:20","MBAHNTH",21.5,"7/5/2025 4:15"
"7/5/2025 4:20","MLSP1",0.038,"7/5/2025 4:15"
"7/5/2025 4:20","MLWF1",3.93,"7/5/2025 4:15"
"7/5/2025 4:20","PALOONA",30.209999,"7/5/2025 4:15"
"7/5/2025 4:20","PIONEER",40.200001,"7/5/2025 4:15"
"7/5/2025 4:20","PORTWF",52.700001,"7/5/2025 4:15"
"7/5/2025 4:20","REPULSE",3.212329,"7/5/2025 4:15"
"7/5/2025 4:20","ROWALLAN",-0.005447,"7/5/2025 4:15"
"7/5/2025 4:20","ROYALLA1",0,"7/5/2025 4:15"
"7/5/2025 4:20","RPCG",-0.6,"7/5/2025 4:15"
"7/5/2025 4:20","RUBICON",0.18,"7/5/2025 4:15"
"7/5/2025 4:20","SHOAL1",43.73,"7/5/2025 4:15"
"7/5/2025 4:20","TULLYSM1",10,"7/5/2025 4:15"
"7/5/2025 4:20","WAUBRAWF",160.001999,"7/5/2025 4:15"
"7/5/2025 4:20","WNSF1",0,"7/5/2025 4:15"
"7/5/2025 4:20","WOOLNTH1",13.76,"7/5/2025 4:15"
"7/5/2025 4:20","YAMBUKWF",11.1,"7/5/2025 4:15"
"7/5/2025 4:20","YSWF1",0.4,"7/5/2025 4:15"
"7/5/2025 4:25","BARCSF1",0.2,"7/5/2025 4:20"
"7/5/2025 4:25","BUTLERSG",7.499999,"7/5/2025 4:20"
"7/5/2025 4:25","BWTR1",-23.60708,"7/5/2025 4:20"
"7/5/2025 4:25","CAPTL_WF",0,"7/5/2025 4:20"
"7/5/2025 4:25","CHALLHWF",42.099998,"7/5/2025 4:20"
"7/5/2025 4:25","CLOVER",0,"7/5/2025 4:20"
"7/5/2025 4:25","CLUNY",2.129091,"7/5/2025 4:20"
"7/5/2025 4:25","CONDONG1",23.92,"7/5/2025 4:20"
"7/5/2025 4:25","CULLRGWF",-0.02,"7/5/2025 4:20"
"7/5/2025 4:25","DIAPURWF1",5.3,"7/5/2025 4:20"
"7/5/2025 4:25","ERGT01",0,"7/5/2025 4:20"
"7/5/2025 4:25","GB01",0,"7/5/2025 4:20"
"7/5/2025 4:25","GRIFSF1",0.001526,"7/5/2025 4:20"
"7/5/2025 4:25","HUGSF1",-0.2,"7/5/2025 4:20"
"7/5/2025 4:25","KEPBG1",0,"7/5/2025 4:20"
"7/5/2025 4:25","LRSF1",0,"7/5/2025 4:20"
"7/5/2025 4:25","MBAHNTH",22.799999,"7/5/2025 4:20"
"7/5/2025 4:25","MLSP1",0.038,"7/5/2025 4:20"
"7/5/2025 4:25","MLWF1",4.065,"7/5/2025 4:20"
"7/5/2025 4:25","PALOONA",30.019999,"7/5/2025 4:20"
"7/5/2025 4:25","PIONEER",43.099998,"7/5/2025 4:20"
"7/5/2025 4:25","PORTWF",55.700001,"7/5/2025 4:20"
"7/5/2025 4:25","REPULSE",3.111009,"7/5/2025 4:20"
"7/5/2025 4:25","ROWALLAN",-0.009598,"7/5/2025 4:20"
"7/5/2025 4:25","ROYALLA1",0,"7/5/2025 4:20"
"7/5/2025 4:25","RPCG",-0.6,"7/5/2025 4:20"
"7/5/2025 4:25","RUBICON",0.315,"7/5/2025 4:20"
"7/5/2025 4:25","SHOAL1",43.68,"7/5/2025 4:20"
"7/5/2025 4:25","TULLYSM1",10,"7/5/2025 4:20"
"7/5/2025 4:25","WAUBRAWF",158.570007,"7/5/2025 4:20"
"7/5/2025 4:25","WNSF1",0,"7/5/2025 4:20"
"7/5/2025 4:25","WOOLNTH1",12.889999,"7/5/2025 4:20"
"7/5/2025 4:25","YAMBUKWF",11.1,"7/5/2025 4:20"
"7/5/2025 4:25","YSWF1",0.7,"7/5/2025 4:20"
"7/5/2025 4:30","BARCSF1",0.2,"7/5/2025 4:25"
"7/5/2025 4:30","BUTLERSG",7.499999,"7/5/2025 4:25"
"7/5/2025 4:30","BWTR1",-23.60708,"7/5/2025 4:25"
"7/5/2025 4:30","CAPTL_WF",0,"7/5/2025 4:25"
"7/5/2025 4:30","CHALLHWF",42.099998,"7/5/2025 4:25"
"7/5/2025 4:30","CLOVER",0,"7/5/2025 4:25"
"7/5/2025 4:30","CLUNY",2.071412,"7/5/2025 4:25"
"7/5/2025 4:30","CONDONG1",23.48,"7/5/2025 4:25"
"7/5/2025 4:30","CULLRGWF",-0.03,"7/5/2025 4:25"
"7/5/2025 4:30","DIAPURWF1",5.3,"7/5/2025 4:25"
"7/5/2025 4:30","ERGT01",0,"7/5/2025 4:25"
"7/5/2025 4:30","GB01",0,"7/5/2025 4:25"
"7/5/2025 4:30","GERMCRK",15.557,"7/5/2025 4:25"
"7/5/2025 4:30","GRIFSF1",0.001526,"7/5/2025 4:25"
"7/5/2025 4:30","HUGSF1",-0.2,"7/5/2025 4:25"
"7/5/2025 4:30","KEPBG1",0,"7/5/2025 4:25"
"7/5/2025 4:30","LRSF1",0,"7/5/2025 4:25"
"7/5/2025 4:30","MBAHNTH",21.5,"7/5/2025 4:25"
"7/5/2025 4:30","MLSP1",0.038,"7/5/2025 4:25"
"7/5/2025 4:30","MLWF1",3.735,"7/5/2025 4:25"
"7/5/2025 4:30","PALOONA",30.279999,"7/5/2025 4:25"
"7/5/2025 4:30","PIONEER",40.200001,"7/5/2025 4:25"
"7/5/2025 4:30","PORTWF",58,"7/5/2025 4:25"
"7/5/2025 4:30","REPULSE",3.225757,"7/5/2025 4:25"
"7/5/2025 4:30","ROWALLAN",-0.006485,"7/5/2025 4:25"
"7/5/2025 4:30","ROYALLA1",0,"7/5/2025 4:25"
"7/5/2025 4:30","RPCG",-0.6,"7/5/2025 4:25"
"7/5/2025 4:30","RUBICON",0.18,"7/5/2025 4:25"
"7/5/2025 4:30","SHOAL1",43.190002,"7/5/2025 4:25"
"7/5/2025 4:30","TULLYSM1",10.1,"7/5/2025 4:25"
"7/5/2025 4:30","WAUBRAWF",160.358002,"7/5/2025 4:25"
"7/5/2025 4:30","WNSF1",0,"7/5/2025 4:25"
"7/5/2025 4:30","WOOLNTH1",11.74,"7/5/2025 4:25"
"7/5/2025 4:30","YAMBUKWF",12.2,"7/5/2025 4:25"
"7/5/2025 4:30","YSWF1",1,"7/5/2025 4:25"
"7/5/2025 4:35","BARCSF1",0.2,"7/5/2025 4:30"
"7/5/2025 4:35","BUTLERSG",7.599998,"7/5/2025 4:30"
"7/5/2025 4:35","BWTR1",-23.60708,"7/5/2025 4:30"
"7/5/2025 4:35","CAPTL_WF",0,"7/5/2025 4:30"
"7/5/2025 4:35","CHALLHWF",40.799999,"7/5/2025 4:30"
"7/5/2025 4:35","CLOVER",0,"7/5/2025 4:30"
"7/5/2025 4:35","CLUNY",2.138247,"7/5/2025 4:30"
"7/5/2025 4:35","CONDONG1",23.27,"7/5/2025 4:30"
"7/5/2025 4:35","CULLRGWF",0,"7/5/2025 4:30"
"7/5/2025 4:35","DIAPURWF1",5.3,"7/5/2025 4:30"
"7/5/2025 4:35","ERGT01",0,"7/5/2025 4:30"
"7/5/2025 4:35","GB01",0,"7/5/2025 4:30"
"7/5/2025 4:35","GERMCRK",16.747,"7/5/2025 4:30"
"7/5/2025 4:35","GRIFSF1",0.001526,"7/5/2025 4:30"
"7/5/2025 4:35","HUGSF1",-0.2,"7/5/2025 4:30"
"7/5/2025 4:35","KEPBG1",0,"7/5/2025 4:30"
"7/5/2025 4:35","LRSF1",0,"7/5/2025 4:30"
"7/5/2025 4:35","MBAHNTH",24.299999,"7/5/2025 4:30"
"7/5/2025 4:35","MLSP1",0.038,"7/5/2025 4:30"
"7/5/2025 4:35","MLWF1",4.365,"7/5/2025 4:30"
"7/5/2025 4:35","PALOONA",30.129999,"7/5/2025 4:30"
"7/5/2025 4:35","PIONEER",38.799999,"7/5/2025 4:30"
"7/5/2025 4:35","PORTWF",63.900002,"7/5/2025 4:30"
"7/5/2025 4:35","REPULSE",2.932784,"7/5/2025 4:30"
"7/5/2025 4:35","ROWALLAN",-0.005966,"7/5/2025 4:30"
"7/5/2025 4:35","ROYALLA1",0,"7/5/2025 4:30"
"7/5/2025 4:35","RPCG",-0.6,"7/5/2025 4:30"
"7/5/2025 4:35","RUBICON",0.18,"7/5/2025 4:30"
"7/5/2025 4:35","SHOAL1",43.059998,"7/5/2025 4:30"
"7/5/2025 4:35","TULLYSM1",10.1,"7/5/2025 4:30"
"7/5/2025 4:35","WAUBRAWF",162.520004,"7/5/2025 4:30"
"7/5/2025 4:35","WNSF1",0,"7/5/2025 4:30"
"7/5/2025 4:35","WOOLNTH1",10.67,"7/5/2025 4:30"
"7/5/2025 4:35","YAMBUKWF",13.3,"7/5/2025 4:30"
"7/5/2025 4:35","YSWF1",1.5,"7/5/2025 4:30"
"7/5/2025 4:40","BARCSF1",0.2,"7/5/2025 4:35"
"7/5/2025 4:40","BUTLERSG",7.599998,"7/5/2025 4:35"
"7/5/2025 4:40","BWTR1",-23.60708,"7/5/2025 4:35"
"7/5/2025 4:40","CAPTL_WF",0,"7/5/2025 4:35"
"7/5/2025 4:40","CHALLHWF",42.200001,"7/5/2025 4:35"
"7/5/2025 4:40","CLOVER",0,"7/5/2025 4:35"
"7/5/2025 4:40","CLUNY",2.028382,"7/5/2025 4:35"
"7/5/2025 4:40","CONDONG1",23.129999,"7/5/2025 4:35"
"7/5/2025 4:40","CULLRGWF",0,"7/5/2025 4:35"
"7/5/2025 4:40","DIAPURWF1",5.3,"7/5/2025 4:35"
"7/5/2025 4:40","ERGT01",0,"7/5/2025 4:35"
"7/5/2025 4:40","GB01",0,"7/5/2025 4:35"
"7/5/2025 4:40","GERMCRK",14.777,"7/5/2025 4:35"
"7/5/2025 4:40","GRIFSF1",0.001526,"7/5/2025 4:35"
"7/5/2025 4:40","HUGSF1",-0.2,"7/5/2025 4:35"
"7/5/2025 4:40","KEPBG1",0,"7/5/2025 4:35"
"7/5/2025 4:40","LRSF1",0,"7/5/2025 4:35"
"7/5/2025 4:40","MBAHNTH",23.9,"7/5/2025 4:35"
"7/5/2025 4:40","MLSP1",0.038,"7/5/2025 4:35"
"7/5/2025 4:40","MLWF1",5.235,"7/5/2025 4:35"
"7/5/2025 4:40","PALOONA",29.76,"7/5/2025 4:35"
"7/5/2025 4:40","PIONEER",40.099998,"7/5/2025 4:35"
"7/5/2025 4:40","PORTWF",64.699997,"7/5/2025 4:35"
"7/5/2025 4:40","REPULSE",3.111009,"7/5/2025 4:35"
"7/5/2025 4:40","ROWALLAN",-0.005966,"7/5/2025 4:35"
"7/5/2025 4:40","ROYALLA1",0,"7/5/2025 4:35"
"7/5/2025 4:40","RPCG",-0.6,"7/5/2025 4:35"
"7/5/2025 4:40","RUBICON",0.315,"7/5/2025 4:35"
"7/5/2025 4:40","SHOAL1",42.860001,"7/5/2025 4:35"
"7/5/2025 4:40","TULLYSM1",9.9,"7/5/2025 4:35"
"7/5/2025 4:40","WAUBRAWF",161.507996,"7/5/2025 4:35"
"7/5/2025 4:40","WNSF1",0,"7/5/2025 4:35"
"7/5/2025 4:40","WOOLNTH1",11.83,"7/5/2025 4:35"
"7/5/2025 4:40","YAMBUKWF",13.3,"7/5/2025 4:35"
"7/5/2025 4:40","YSWF1",1.5,"7/5/2025 4:35"
"7/5/2025 4:45","BARCSF1",0.2,"7/5/2025 4:40"
"7/5/2025 4:45","BUTLERSG",7.599998,"7/5/2025 4:40"
"7/5/2025 4:45","BWTR1",-23.60708,"7/5/2025 4:40"
"7/5/2025 4:45","CAPTL_WF",0,"7/5/2025 4:40"
"7/5/2025 4:45","CHALLHWF",40.099998,"7/5/2025 4:40"
"7/5/2025 4:45","CLOVER",0,"7/5/2025 4:40"
"7/5/2025 4:45","CLUNY",2.138247,"7/5/2025 4:40"
"7/5/2025 4:45","CONDONG1",23.02,"7/5/2025 4:40"
"7/5/2025 4:45","CULLRGWF",0.08,"7/5/2025 4:40"
"7/5/2025 4:45","DIAPURWF1",5.3,"7/5/2025 4:40"
"7/5/2025 4:45","ERGT01",0,"7/5/2025 4:40"
"7/5/2025 4:45","GB01",0,"7/5/2025 4:40"
"7/5/2025 4:45","GERMCRK",16.372,"7/5/2025 4:40"
"7/5/2025 4:45","GRIFSF1",0.001526,"7/5/2025 4:40"
"7/5/2025 4:45","HUGSF1",-0.2,"7/5/2025 4:40"
"7/5/2025 4:45","KEPBG1",0,"7/5/2025 4:40"
"7/5/2025 4:45","LRSF1",0,"7/5/2025 4:40"
"7/5/2025 4:45","MBAHNTH",21.299999,"7/5/2025 4:40"
"7/5/2025 4:45","MLSP1",0.038,"7/5/2025 4:40"
"7/5/2025 4:45","MLWF1",5.52,"7/5/2025 4:40"
"7/5/2025 4:45","PALOONA",30.179998,"7/5/2025 4:40"
"7/5/2025 4:45","PIONEER",39.5,"7/5/2025 4:40"
"7/5/2025 4:45","PORTWF",69.900002,"7/5/2025 4:40"
"7/5/2025 4:45","REPULSE",3.244068,"7/5/2025 4:40"
"7/5/2025 4:45","ROWALLAN",-0.005966,"7/5/2025 4:40"
"7/5/2025 4:45","ROYALLA1",0,"7/5/2025 4:40"
"7/5/2025 4:45","RPCG",-0.6,"7/5/2025 4:40"
"7/5/2025 4:45","RUBICON",0.18,"7/5/2025 4:40"
"7/5/2025 4:45","SHOAL1",42.580002,"7/5/2025 4:40"
"7/5/2025 4:45","TULLYSM1",10.1,"7/5/2025 4:40"
"7/5/2025 4:45","WAUBRAWF",160.362,"7/5/2025 4:40"
"7/5/2025 4:45","WNSF1",0,"7/5/2025 4:40"
"7/5/2025 4:45","WOOLNTH1",12.43,"7/5/2025 4:40"
"7/5/2025 4:45","YAMBUKWF",14,"7/5/2025 4:40"
"7/5/2025 4:45","YSWF1",2.2,"7/5/2025 4:40"
"7/5/2025 4:50","BARCSF1",0.2,"7/5/2025 4:45"
"7/5/2025 4:50","BUTLERSG",7.599998,"7/5/2025 4:45"
"7/5/2025 4:50","BWTR1",-23.60708,"7/5/2025 4:45"
"7/5/2025 4:50","CAPTL_WF",0,"7/5/2025 4:45"
"7/5/2025 4:50","CHALLHWF",41.900002,"7/5/2025 4:45"
"7/5/2025 4:50","CLOVER",0,"7/5/2025 4:45"
"7/5/2025 4:50","CLUNY",2.147402,"7/5/2025 4:45"
"7/5/2025 4:50","CONDONG1",23.280001,"7/5/2025 4:45"
"7/5/2025 4:50","CULLRGWF",0.09,"7/5/2025 4:45"
"7/5/2025 4:50","DIAPURWF1",5.3,"7/5/2025 4:45"
"7/5/2025 4:50","ERGT01",0,"7/5/2025 4:45"
"7/5/2025 4:50","GB01",0,"7/5/2025 4:45"
"7/5/2025 4:50","GRIFSF1",0.001526,"7/5/2025 4:45"
"7/5/2025 4:50","HUGSF1",-0.2,"7/5/2025 4:45"
"7/5/2025 4:50","KEPBG1",0,"7/5/2025 4:45"
"7/5/2025 4:50","LRSF1",0,"7/5/2025 4:45"
"7/5/2025 4:50","MBAHNTH",21.799999,"7/5/2025 4:45"
"7/5/2025 4:50","MLSP1",0.038,"7/5/2025 4:45"
"7/5/2025 4:50","MLWF1",5.88,"7/5/2025 4:45"
"7/5/2025 4:50","PALOONA",30.039999,"7/5/2025 4:45"
"7/5/2025 4:50","PIONEER",39.599998,"7/5/2025 4:45"
"7/5/2025 4:50","PORTWF",73.800003,"7/5/2025 4:45"
"7/5/2025 4:50","REPULSE",3.097581,"7/5/2025 4:45"
"7/5/2025 4:50","ROWALLAN",-0.005966,"7/5/2025 4:45"
"7/5/2025 4:50","ROYALLA1",0,"7/5/2025 4:45"
"7/5/2025 4:50","RPCG",-0.6,"7/5/2025 4:45"
"7/5/2025 4:50","RUBICON",0.18,"7/5/2025 4:45"
"7/5/2025 4:50","SHOAL1",42.709999,"7/5/2025 4:45"
"7/5/2025 4:50","TULLYSM1",9.9,"7/5/2025 4:45"
"7/5/2025 4:50","WAUBRAWF",158.807999,"7/5/2025 4:45"
"7/5/2025 4:50","WNSF1",0,"7/5/2025 4:45"
"7/5/2025 4:50","WOOLNTH1",12.559999,"7/5/2025 4:45"
"7/5/2025 4:50","YAMBUKWF",15.8,"7/5/2025 4:45"
"7/5/2025 4:50","YSWF1",1,"7/5/2025 4:45"
"7/5/2025 4:55","BARCSF1",0.2,"7/5/2025 4:50"
"7/5/2025 4:55","BUTLERSG",7.499999,"7/5/2025 4:50"
"7/5/2025 4:55","BWTR1",-23.60708,"7/5/2025 4:50"
"7/5/2025 4:55","CAPTL_WF",0,"7/5/2025 4:50"
"7/5/2025 4:55","CHALLHWF",39.299999,"7/5/2025 4:50"
"7/5/2025 4:55","CLOVER",0,"7/5/2025 4:50"
"7/5/2025 4:55","CLUNY",2.162051,"7/5/2025 4:50"
"7/5/2025 4:55","CONDONG1",22.98,"7/5/2025 4:50"
"7/5/2025 4:55","CULLRGWF",0.14,"7/5/2025 4:50"
"7/5/2025 4:55","DIAPURWF1",5.3,"7/5/2025 4:50"
"7/5/2025 4:55","ERGT01",0,"7/5/2025 4:50"
"7/5/2025 4:55","GB01",0,"7/5/2025 4:50"
"7/5/2025 4:55","GERMCRK",16.191999,"7/5/2025 4:50"
"7/5/2025 4:55","GRIFSF1",0.001526,"7/5/2025 4:50"
"7/5/2025 4:55","HUGSF1",-0.2,"7/5/2025 4:50"
"7/5/2025 4:55","KEPBG1",0,"7/5/2025 4:50"
"7/5/2025 4:55","LRSF1",0,"7/5/2025 4:50"
"7/5/2025 4:55","MBAHNTH",22.1,"7/5/2025 4:50"
"7/5/2025 4:55","MLSP1",0.038,"7/5/2025 4:50"
"7/5/2025 4:55","MLWF1",6.63,"7/5/2025 4:50"
"7/5/2025 4:55","PALOONA",29.949999,"7/5/2025 4:50"
"7/5/2025 4:55","PIONEER",39.599998,"7/5/2025 4:50"
"7/5/2025 4:55","PORTWF",75.800003,"7/5/2025 4:50"
"7/5/2025 4:55","REPULSE",3.212329,"7/5/2025 4:50"
"7/5/2025 4:55","ROWALLAN",-0.005966,"7/5/2025 4:50"
"7/5/2025 4:55","ROYALLA1",0,"7/5/2025 4:50"
"7/5/2025 4:55","RPCG",-0.6,"7/5/2025 4:50"
"7/5/2025 4:55","RUBICON",0.315,"7/5/2025 4:50"
"7/5/2025 4:55","SHOAL1",42.459999,"7/5/2025 4:50"
"7/5/2025 4:55","TULLYSM1",9.9,"7/5/2025 4:50"
"7/5/2025 4:55","WAUBRAWF",158.455002,"7/5/2025 4:50"
"7/5/2025 4:55","WNSF1",0,"7/5/2025 4:50"
"7/5/2025 4:55","WOOLNTH1",12.709999,"7/5/2025 4:50"
"7/5/2025 4:55","YAMBUKWF",15.7,"7/5/2025 4:50"
"7/5/2025 4:55","YSWF1",1.5,"7/5/2025 4:50"
"7/5/2025 5:00","BARCSF1",0.2,"7/5/2025 4:55"
"7/5/2025 5:00","BUTLERSG",7.599998,"7/5/2025 4:55"
"7/5/2025 5:00","BWTR1",-23.60708,"7/5/2025 4:55"
"7/5/2025 5:00","CAPTL_WF",0,"7/5/2025 4:55"
"7/5/2025 5:00","CHALLHWF",40.900002,"7/5/2025 4:55"
