No.,Time,Source,Destination,Protocol,Length,SrcPort,DstPort,Flags,Seq,Ack,Win,Len,MSS,Direction,TransID,UnitID,FuncCode,FuncDesc,Other Protocol Details
118,0.027796,192.168.1.100,192.168.1.106,TCP,54,3221,502,ACK,1,1,64240,0,,,,,,,
119,0.028184,192.168.1.100,192.168.1.106,Modbus/TCP,66,,,,,,,,,Query:,2596,1,1,Read Coils,
120,0.028652,192.168.1.100,192.168.1.101,TCP,54,3216,502,"FIN, ACK",13,11,64230,0,,,,,,,
121,0.028804,192.168.1.101,192.168.1.100,TCP,54,502,3216,ACK,11,14,64228,0,,,,,,,
122,0.02886,192.168.1.106,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2596,1,1,Read Coils,
123,0.029058,192.168.1.101,192.168.1.100,TCP,54,502,3216,"FIN, ACK",11,14,64228,0,,,,,,,
124,0.029138,192.168.1.100,192.168.1.101,TCP,54,3216,502,ACK,14,12,64230,0,,,,,,,
125,0.029621,192.168.1.100,192.168.1.101,TCP,62,3222,502,SYN,0,,64240,0,1460,,,,,,
126,0.029773,192.168.1.101,192.168.1.100,TCP,62,502,3222,"SYN, ACK",0,1,64240,0,1460,,,,,,
127,0.029865,192.168.1.100,192.168.1.101,TCP,54,3222,502,ACK,1,1,64240,0,,,,,,,
128,0.03036,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2568,1,1,Read Coils,
129,0.030827,192.168.1.100,192.168.1.104,TCP,54,3217,502,"FIN, ACK",13,11,64230,0,,,,,,,
130,0.030985,192.168.1.104,192.168.1.100,TCP,54,502,3217,ACK,11,14,64228,0,,,,,,,
131,0.031046,192.168.1.101,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2568,1,1,Read Coils,
132,0.031257,192.168.1.104,192.168.1.100,TCP,54,502,3217,"FIN, ACK",11,14,64228,0,,,,,,,
133,0.031338,192.168.1.100,192.168.1.104,TCP,54,3217,502,ACK,14,12,64230,0,,,,,,,
134,0.031923,192.168.1.100,192.168.1.105,TCP,54,3218,502,"FIN, ACK",13,11,64230,0,,,,,,,
135,0.032072,192.168.1.105,192.168.1.100,TCP,54,502,3218,ACK,11,14,64228,0,,,,,,,
136,0.032334,192.168.1.105,192.168.1.100,TCP,54,502,3218,"FIN, ACK",11,14,64228,0,,,,,,,
137,0.032572,192.168.1.100,192.168.1.102,TCP,54,3219,502,"FIN, ACK",13,11,64230,0,,,,,,,
138,0.032653,192.168.1.100,192.168.1.105,TCP,54,3218,502,ACK,14,12,64230,0,,,,,,,
139,0.032723,192.168.1.102,192.168.1.100,TCP,54,502,3219,ACK,11,14,64228,0,,,,,,,
140,0.032958,192.168.1.102,192.168.1.100,TCP,54,502,3219,"FIN, ACK",11,14,64228,0,,,,,,,
141,0.033031,192.168.1.100,192.168.1.102,TCP,54,3219,502,ACK,14,12,64230,0,,,,,,,
142,0.033865,192.168.1.100,192.168.1.103,TCP,54,3220,502,"FIN, ACK",13,11,64230,0,,,,,,,
143,0.034011,192.168.1.103,192.168.1.100,TCP,54,502,3220,ACK,11,14,64228,0,,,,,,,
144,0.034269,192.168.1.103,192.168.1.100,TCP,54,502,3220,"FIN, ACK",11,14,64228,0,,,,,,,
145,0.034365,192.168.1.100,192.168.1.103,TCP,54,3220,502,ACK,14,12,64230,0,,,,,,,
146,0.034761,192.168.1.100,192.168.1.103,TCP,62,3223,502,SYN,0,,64240,0,1460,,,,,,
147,0.034875,192.168.1.103,192.168.1.100,TCP,62,502,3223,"SYN, ACK",0,1,64240,0,1460,,,,,,
148,0.034969,192.168.1.100,192.168.1.103,TCP,54,3223,502,ACK,1,1,64240,0,,,,,,,
149,0.035353,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2582,1,1,Read Coils,
150,0.035597,192.168.1.100,192.168.1.106,TCP,54,3221,502,"FIN, ACK",13,11,64230,0,,,,,,,
151,0.03568,192.168.1.106,192.168.1.100,TCP,54,502,3221,ACK,11,14,64228,0,,,,,,,
152,0.035717,192.168.1.103,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2582,1,1,Read Coils,
153,0.035809,192.168.1.106,192.168.1.100,TCP,54,502,3221,"FIN, ACK",11,14,64228,0,,,,,,,
154,0.035863,192.168.1.100,192.168.1.106,TCP,54,3221,502,ACK,14,12,64230,0,,,,,,,
155,0.036284,192.168.1.100,192.168.1.101,TCP,54,3222,502,"FIN, ACK",13,11,64230,0,,,,,,,
156,0.03637,192.168.1.101,192.168.1.100,TCP,54,502,3222,ACK,11,14,64228,0,,,,,,,
157,0.036487,192.168.1.101,192.168.1.100,TCP,54,502,3222,"FIN, ACK",11,14,64228,0,,,,,,,
158,0.036528,192.168.1.100,192.168.1.101,TCP,54,3222,502,ACK,14,12,64230,0,,,,,,,
159,0.036791,192.168.1.100,192.168.1.103,TCP,54,3223,502,"FIN, ACK",13,11,64230,0,,,,,,,
160,0.036869,192.168.1.103,192.168.1.100,TCP,54,502,3223,ACK,11,14,64228,0,,,,,,,
161,0.036974,192.168.1.103,192.168.1.100,TCP,54,502,3223,"FIN, ACK",11,14,64228,0,,,,,,,
162,0.037024,192.168.1.100,192.168.1.103,TCP,54,3223,502,ACK,14,12,64230,0,,,,,,,
163,8.841738,fe80::c884:9a0d:b395:87ca,ff02::1:2,DHCPv6,150,,,,,,,,,,,,,,Solicit XID: 0x89fff1 CID: 00010001143d43c1001cc029ea74 
164,9.841566,fe80::c884:9a0d:b395:87ca,ff02::1:2,DHCPv6,150,,,,,,,,,,,,,,Solicit XID: 0x89fff1 CID: 00010001143d43c1001cc029ea74 
165,9.999373,192.168.1.100,192.168.1.101,TCP,62,3224,502,SYN,0,,64240,0,1460,,,,,,
166,9.999602,192.168.1.101,192.168.1.100,TCP,62,502,3224,"SYN, ACK",0,1,64240,0,1460,,,,,,
167,9.999731,192.168.1.100,192.168.1.101,TCP,54,3224,502,ACK,1,1,64240,0,,,,,,,
168,10.000329,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2569,1,3,Read Holding Registers,
169,10.001172,192.168.1.101,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2569,1,3,Read Holding Registers,
170,10.002329,192.168.1.100,192.168.1.101,TCP,54,3224,502,"FIN, ACK",13,18,64223,0,,,,,,,
171,10.002514,192.168.1.101,192.168.1.100,TCP,54,502,3224,ACK,18,14,64228,0,,,,,,,
172,10.002776,192.168.1.101,192.168.1.100,TCP,54,502,3224,"FIN, ACK",18,14,64228,0,,,,,,,
173,10.002893,192.168.1.100,192.168.1.101,TCP,54,3224,502,ACK,14,19,64223,0,,,,,,,
174,10.003709,192.168.1.100,192.168.1.104,TCP,62,3226,502,SYN,0,,64240,0,1460,,,,,,
175,10.00388,192.168.1.104,192.168.1.100,TCP,62,502,3226,"SYN, ACK",0,1,64240,0,1460,,,,,,
176,10.003989,192.168.1.100,192.168.1.104,TCP,54,3226,502,ACK,1,1,64240,0,,,,,,,
177,10.00447,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2600,1,3,Read Holding Registers,
178,10.004767,192.168.1.100,192.168.1.105,TCP,62,3227,502,SYN,0,,64240,0,1460,,,,,,
179,10.004935,192.168.1.105,192.168.1.100,TCP,62,502,3227,"SYN, ACK",0,1,64240,0,1460,,,,,,
180,10.005044,192.168.1.100,192.168.1.105,TCP,54,3227,502,ACK,1,1,64240,0,,,,,,,
181,10.005391,192.168.1.104,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2600,1,3,Read Holding Registers,
182,10.005621,192.168.1.100,192.168.1.105,Modbus/TCP,66,,,,,,,,,Query:,2551,1,3,Read Holding Registers,
183,10.00591,192.168.1.100,192.168.1.103,TCP,62,3228,502,SYN,0,,64240,0,1460,,,,,,
184,10.006082,192.168.1.103,192.168.1.100,TCP,62,502,3228,"SYN, ACK",0,1,64240,0,1460,,,,,,
185,10.006187,192.168.1.100,192.168.1.103,TCP,54,3228,502,ACK,1,1,64240,0,,,,,,,
186,10.006466,192.168.1.105,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2551,1,3,Read Holding Registers,
187,10.006742,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2583,1,3,Read Holding Registers,
188,10.007068,192.168.1.100,192.168.1.106,TCP,62,3229,502,SYN,0,,64240,0,1460,,,,,,
189,10.007239,192.168.1.106,192.168.1.100,TCP,62,502,3229,"SYN, ACK",0,1,64240,0,1460,,,,,,
190,10.007346,192.168.1.100,192.168.1.106,TCP,54,3229,502,ACK,1,1,64240,0,,,,,,,
191,10.007638,192.168.1.103,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2583,1,3,Read Holding Registers,
192,10.007916,192.168.1.100,192.168.1.106,Modbus/TCP,66,,,,,,,,,Query:,2597,1,3,Read Holding Registers,
193,10.008244,192.168.1.100,192.168.1.101,TCP,62,3230,502,SYN,0,,64240,0,1460,,,,,,
194,10.008393,192.168.1.101,192.168.1.100,TCP,62,502,3230,"SYN, ACK",0,1,64240,0,1460,,,,,,
195,10.008522,192.168.1.100,192.168.1.101,TCP,54,3230,502,ACK,1,1,64240,0,,,,,,,
196,10.008741,192.168.1.106,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2597,1,3,Read Holding Registers,
197,10.009067,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2570,1,2,Read Discrete Inputs,
198,10.009438,192.168.1.100,192.168.1.102,TCP,62,3225,502,SYN,0,,64240,0,1460,,,,,,
199,10.009627,192.168.1.102,192.168.1.100,TCP,62,502,3225,"SYN, ACK",0,1,64240,0,1460,,,,,,
200,10.009895,192.168.1.101,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2570,1,2,Read Discrete Inputs,
201,10.009918,192.168.1.100,192.168.1.104,TCP,54,3226,502,"FIN, ACK",13,18,64223,0,,,,,,,
202,10.010025,192.168.1.100,192.168.1.102,TCP,54,3225,502,ACK,1,1,64240,0,,,,,,,
203,10.010085,192.168.1.104,192.168.1.100,TCP,54,502,3226,ACK,18,14,64228,0,,,,,,,
204,10.01035,192.168.1.104,192.168.1.100,TCP,54,502,3226,"FIN, ACK",18,14,64228,0,,,,,,,
205,10.010449,192.168.1.100,192.168.1.104,TCP,54,3226,502,ACK,14,19,64223,0,,,,,,,
206,10.011135,192.168.1.100,192.168.1.102,Modbus/TCP,66,,,,,,,,,Query:,2596,1,3,Read Holding Registers,
207,10.011693,192.168.1.100,192.168.1.104,TCP,62,3231,502,SYN,0,,64240,0,1460,,,,,,
208,10.011836,192.168.1.104,192.168.1.100,TCP,62,502,3231,"SYN, ACK",0,1,64240,0,1460,,,,,,
209,10.011992,192.168.1.102,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2596,1,3,Read Holding Registers,
210,10.012109,192.168.1.100,192.168.1.104,TCP,54,3231,502,ACK,1,1,64240,0,,,,,,,
211,10.012593,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2601,1,2,Read Discrete Inputs,
212,10.013052,192.168.1.100,192.168.1.105,TCP,54,3227,502,"FIN, ACK",13,18,64223,0,,,,,,,
213,10.013225,192.168.1.105,192.168.1.100,TCP,54,502,3227,ACK,18,14,64228,0,,,,,,,
214,10.01336,192.168.1.104,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2601,1,2,Read Discrete Inputs,
215,10.013519,192.168.1.105,192.168.1.100,TCP,54,502,3227,"FIN, ACK",18,14,64228,0,,,,,,,
216,10.013848,192.168.1.100,192.168.1.105,TCP,62,3232,502,SYN,0,,64240,0,1460,,,,,,
217,10.013943,192.168.1.100,192.168.1.105,TCP,54,3227,502,ACK,14,19,64223,0,,,,,,,
218,10.014034,192.168.1.105,192.168.1.100,TCP,62,502,3232,"SYN, ACK",0,1,64240,0,1460,,,,,,
219,10.014151,192.168.1.100,192.168.1.105,TCP,54,3232,502,ACK,1,1,64240,0,,,,,,,
220,10.014885,192.168.1.100,192.168.1.105,Modbus/TCP,66,,,,,,,,,Query:,2552,1,2,Read Discrete Inputs,
221,10.015534,192.168.1.100,192.168.1.103,TCP,54,3228,502,"FIN, ACK",13,18,64223,0,,,,,,,
222,10.015702,192.168.1.105,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2552,1,2,Read Discrete Inputs,
223,10.015708,192.168.1.103,192.168.1.100,TCP,54,502,3228,ACK,18,14,64228,0,,,,,,,
224,10.015983,192.168.1.103,192.168.1.100,TCP,54,502,3228,"FIN, ACK",18,14,64228,0,,,,,,,
225,10.016271,192.168.1.100,192.168.1.103,TCP,62,3233,502,SYN,0,,64240,0,1460,,,,,,
226,10.016366,192.168.1.100,192.168.1.103,TCP,54,3228,502,ACK,14,19,64223,0,,,,,,,
227,10.016437,192.168.1.103,192.168.1.100,TCP,62,502,3233,"SYN, ACK",0,1,64240,0,1460,,,,,,
228,10.017264,192.168.1.100,192.168.1.106,TCP,54,3229,502,"FIN, ACK",13,18,64223,0,,,,,,,
229,10.017373,192.168.1.100,192.168.1.103,TCP,54,3233,502,ACK,1,1,64240,0,,,,,,,
230,10.017432,192.168.1.106,192.168.1.100,TCP,54,502,3229,ACK,18,14,64228,0,,,,,,,
231,10.017718,192.168.1.106,192.168.1.100,TCP,54,502,3229,"FIN, ACK",18,14,64228,0,,,,,,,
232,10.017816,192.168.1.100,192.168.1.106,TCP,54,3229,502,ACK,14,19,64223,0,,,,,,,
233,10.018095,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2584,1,2,Read Discrete Inputs,
234,10.018922,192.168.1.103,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2584,1,2,Read Discrete Inputs,
235,10.01898,192.168.1.100,192.168.1.106,TCP,62,3234,502,SYN,0,,64240,0,1460,,,,,,
236,10.019123,192.168.1.106,192.168.1.100,TCP,62,502,3234,"SYN, ACK",0,1,64240,0,1460,,,,,,
