"Time","Source","Destination","direction","trans_id","unit_id","func_code","rest"
20.027605,"192.168.1.104","192.168.1.100","Response","2605","1","1","Read Coils"
20.028214,"192.168.1.100","192.168.1.102","Query","2600","1","2","Read Discrete Inputs"
20.029048,"192.168.1.102","192.168.1.100","Response","2600","1","2","Read Discrete Inputs"
20.03886,"192.168.1.100","192.168.1.102","Query","2601","1","1","Read Coils"
20.039621,"192.168.1.100","192.168.1.101","Query","2574","1","1","Read Coils"
20.039661,"192.168.1.102","192.168.1.100","Response","2601","1","1","Read Coils"
20.040516,"192.168.1.101","192.168.1.100","Response","2574","1","1","Read Coils"
20.041225,"192.168.1.100","192.168.1.105","Query","2556","1","1","Read Coils"
20.042095,"192.168.1.105","192.168.1.100","Response","2556","1","1","Read Coils"
20.042325,"192.168.1.100","192.168.1.103","Query","2588","1","1","Read Coils"
20.043221,"192.168.1.103","192.168.1.100","Response","2588","1","1","Read Coils"
30.000822,"192.168.1.100","192.168.1.101","Query","2575","1","3","Read Holding Registers"
30.001819,"192.168.1.101","192.168.1.100","Response","2575","1","3","Read Holding Registers"
30.004674,"192.168.1.100","192.168.1.104","Query","2606","1","3","Read Holding Registers"
30.005577,"192.168.1.104","192.168.1.100","Response","2606","1","3","Read Holding Registers"
30.005922,"192.168.1.100","192.168.1.103","Query","2589","1","3","Read Holding Registers"
30.006786,"192.168.1.103","192.168.1.100","Response","2589","1","3","Read Holding Registers"
30.007042,"192.168.1.100","192.168.1.102","Query","2602","1","3","Read Holding Registers"
30.007855,"192.168.1.102","192.168.1.100","Response","2602","1","3","Read Holding Registers"
30.008266,"192.168.1.100","192.168.1.105","Query","2557","1","3","Read Holding Registers"
30.009076,"192.168.1.105","192.168.1.100","Response","2557","1","3","Read Holding Registers"
30.009405,"192.168.1.100","192.168.1.101","Query","2576","1","2","Read Discrete Inputs"
30.01022,"192.168.1.101","192.168.1.100","Response","2576","1","2","Read Discrete Inputs"
30.010613,"192.168.1.100","192.168.1.106","Query","2603","1","3","Read Holding Registers"
30.011482,"192.168.1.106","192.168.1.100","Response","2603","1","3","Read Holding Registers"
30.012915,"192.168.1.100","192.168.1.104","Query","2607","1","2","Read Discrete Inputs"
30.01371,"192.168.1.104","192.168.1.100","Response","2607","1","2","Read Discrete Inputs"
30.015619,"192.168.1.100","192.168.1.103","Query","2590","1","2","Read Discrete Inputs"
30.016426,"192.168.1.103","192.168.1.100","Response","2590","1","2","Read Discrete Inputs"
30.017964,"192.168.1.100","192.168.1.102","Query","2603","1","2","Read Discrete Inputs"
30.018781,"192.168.1.102","192.168.1.100","Response","2603","1","2","Read Discrete Inputs"
30.021713,"192.168.1.100","192.168.1.105","Query","2558","1","2","Read Discrete Inputs"
30.022541,"192.168.1.105","192.168.1.100","Response","2558","1","2","Read Discrete Inputs"
30.023121,"192.168.1.100","192.168.1.101","Query","2577","1","1","Read Coils"
30.023894,"192.168.1.101","192.168.1.100","Response","2577","1","1","Read Coils"
30.025296,"192.168.1.100","192.168.1.106","Query","2604","1","2","Read Discrete Inputs"
30.026079,"192.168.1.106","192.168.1.100","Response","2604","1","2","Read Discrete Inputs"
30.028855,"192.168.1.100","192.168.1.104","Query","2608","1","1","Read Coils"
30.029682,"192.168.1.104","192.168.1.100","Response","2608","1","1","Read Coils"
30.030665,"192.168.1.100","192.168.1.103","Query","2591","1","1","Read Coils"
30.031504,"192.168.1.103","192.168.1.100","Response","2591","1","1","Read Coils"
30.032821,"192.168.1.100","192.168.1.102","Query","2604","1","1","Read Coils"
30.033633,"192.168.1.102","192.168.1.100","Response","2604","1","1","Read Coils"
30.034724,"192.168.1.100","192.168.1.105","Query","2559","1","1","Read Coils"
30.035066,"192.168.1.105","192.168.1.100","Response","2559","1","1","Read Coils"
30.03657,"192.168.1.100","192.168.1.106","Query","2605","1","1","Read Coils"
30.036927,"192.168.1.106","192.168.1.100","Response","2605","1","1","Read Coils"
40.004085,"192.168.1.100","192.168.1.102","Query","2605","1","3","Read Holding Registers"
40.004966,"192.168.1.102","192.168.1.100","Response","2605","1","3","Read Holding Registers"
40.005575,"192.168.1.100","192.168.1.106","Query","2606","1","3","Read Holding Registers"
40.006441,"192.168.1.106","192.168.1.100","Response","2606","1","3","Read Holding Registers"
40.006948,"192.168.1.100","192.168.1.105","Query","2560","1","3","Read Holding Registers"
40.007816,"192.168.1.105","192.168.1.100","Response","2560","1","3","Read Holding Registers"
40.008359,"192.168.1.100","192.168.1.101","Query","2578","1","3","Read Holding Registers"
40.009239,"192.168.1.101","192.168.1.100","Response","2578","1","3","Read Holding Registers"
40.009748,"192.168.1.100","192.168.1.103","Query","2592","1","3","Read Holding Registers"
40.010579,"192.168.1.103","192.168.1.100","Response","2592","1","3","Read Holding Registers"
40.011165,"192.168.1.100","192.168.1.104","Query","2609","1","3","Read Holding Registers"
40.011994,"192.168.1.104","192.168.1.100","Response","2609","1","3","Read Holding Registers"
40.013455,"192.168.1.100","192.168.1.102","Query","2606","1","2","Read Discrete Inputs"
40.014239,"192.168.1.102","192.168.1.100","Response","2606","1","2","Read Discrete Inputs"
40.017662,"192.168.1.100","192.168.1.105","Query","2561","1","2","Read Discrete Inputs"
40.018443,"192.168.1.105","192.168.1.100","Response","2561","1","2","Read Discrete Inputs"
40.020865,"192.168.1.100","192.168.1.101","Query","2579","1","2","Read Discrete Inputs"
40.021703,"192.168.1.101","192.168.1.100","Response","2579","1","2","Read Discrete Inputs"
40.022437,"192.168.1.100","192.168.1.103","Query","2593","1","2","Read Discrete Inputs"
40.023211,"192.168.1.103","192.168.1.100","Response","2593","1","2","Read Discrete Inputs"
40.025061,"192.168.1.100","192.168.1.104","Query","2610","1","2","Read Discrete Inputs"
40.025434,"192.168.1.104","192.168.1.100","Response","2610","1","2","Read Discrete Inputs"
40.02575,"192.168.1.100","192.168.1.102","Query","2607","1","1","Read Coils"
40.026121,"192.168.1.102","192.168.1.100","Response","2607","1","1","Read Coils"
40.02665,"192.168.1.100","192.168.1.106","Query","2607","1","2","Read Discrete Inputs"
40.02702,"192.168.1.106","192.168.1.100","Response","2607","1","2","Read Discrete Inputs"
40.027348,"192.168.1.100","192.168.1.105","Query","2562","1","1","Read Coils"
40.027725,"192.168.1.105","192.168.1.100","Response","2562","1","1","Read Coils"
40.028778,"192.168.1.100","192.168.1.101","Query","2580","1","1","Read Coils"
40.029153,"192.168.1.101","192.168.1.100","Response","2580","1","1","Read Coils"
40.029519,"192.168.1.100","192.168.1.103","Query","2594","1","1","Read Coils"
40.02998,"192.168.1.103","192.168.1.100","Response","2594","1","1","Read Coils"
40.031461,"192.168.1.100","192.168.1.104","Query","2611","1","1","Read Coils"
40.031828,"192.168.1.104","192.168.1.100","Response","2611","1","1","Read Coils"
40.033088,"192.168.1.100","192.168.1.106","Query","2608","1","1","Read Coils"
40.033481,"192.168.1.106","192.168.1.100","Response","2608","1","1","Read Coils"
50.001038,"192.168.1.100","192.168.1.104","Query","2612","1","3","Read Holding Registers"
50.001894,"192.168.1.104","192.168.1.100","Response","2612","1","3","Read Holding Registers"
50.002467,"192.168.1.100","192.168.1.105","Query","2563","1","3","Read Holding Registers"
50.003288,"192.168.1.105","192.168.1.100","Response","2563","1","3","Read Holding Registers"
50.003924,"192.168.1.100","192.168.1.106","Query","2609","1","3","Read Holding Registers"
50.004856,"192.168.1.106","192.168.1.100","Response","2609","1","3","Read Holding Registers"
50.009613,"192.168.1.100","192.168.1.101","Query","2581","1","3","Read Holding Registers"
50.010563,"192.168.1.101","192.168.1.100","Response","2581","1","3","Read Holding Registers"
50.010677,"192.168.1.100","192.168.1.104","Query","2613","1","2","Read Discrete Inputs"
50.011492,"192.168.1.104","192.168.1.100","Response","2613","1","2","Read Discrete Inputs"
50.011786,"192.168.1.100","192.168.1.105","Query","2564","1","2","Read Discrete Inputs"
50.012596,"192.168.1.105","192.168.1.100","Response","2564","1","2","Read Discrete Inputs"
50.013066,"192.168.1.100","192.168.1.102","Query","2608","1","3","Read Holding Registers"
50.013912,"192.168.1.102","192.168.1.100","Response","2608","1","3","Read Holding Registers"
50.014295,"192.168.1.100","192.168.1.106","Query","2610","1","2","Read Discrete Inputs"
50.015176,"192.168.1.106","192.168.1.100","Response","2610","1","2","Read Discrete Inputs"
50.015603,"192.168.1.100","192.168.1.103","Query","2595","1","3","Read Holding Registers"
50.016424,"192.168.1.103","192.168.1.100","Response","2595","1","3","Read Holding Registers"
50.018488,"192.168.1.100","192.168.1.101","Query","2582","1","2","Read Discrete Inputs"
50.019307,"192.168.1.101","192.168.1.100","Response","2582","1","2","Read Discrete Inputs"
50.020006,"192.168.1.100","192.168.1.104","Query","2614","1","1","Read Coils"
50.020771,"192.168.1.104","192.168.1.100","Response","2614","1","1","Read Coils"
50.023658,"192.168.1.100","192.168.1.105","Query","2565","1","1","Read Coils"
50.024508,"192.168.1.105","192.168.1.100","Response","2565","1","1","Read Coils"
50.024632,"192.168.1.100","192.168.1.102","Query","2609","1","2","Read Discrete Inputs"
50.025454,"192.168.1.102","192.168.1.100","Response","2609","1","2","Read Discrete Inputs"
50.027079,"192.168.1.100","192.168.1.106","Query","2611","1","1","Read Coils"
50.027881,"192.168.1.106","192.168.1.100","Response","2611","1","1","Read Coils"
50.029503,"192.168.1.100","192.168.1.103","Query","2596","1","2","Read Discrete Inputs"
50.030355,"192.168.1.103","192.168.1.100","Response","2596","1","2","Read Discrete Inputs"
50.032101,"192.168.1.100","192.168.1.101","Query","2583","1","1","Read Coils"
50.032897,"192.168.1.101","192.168.1.100","Response","2583","1","1","Read Coils"
50.037609,"192.168.1.100","192.168.1.102","Query","2610","1","1","Read Coils"
50.038432,"192.168.1.102","192.168.1.100","Response","2610","1","1","Read Coils"
50.041689,"192.168.1.100","192.168.1.103","Query","2597","1","1","Read Coils"
50.042516,"192.168.1.103","192.168.1.100","Response","2597","1","1","Read Coils"
58.319628,"192.168.1.100","192.168.1.102","Query","1","1","5","Write Single Coil"
58.320207,"192.168.1.102","192.168.1.100","Response","1","1","5","Write Single Coil"
60.000881,"192.168.1.100","192.168.1.101","Query","2584","1","3","Read Holding Registers"
60.001754,"192.168.1.101","192.168.1.100","Response","2584","1","3","Read Holding Registers"
60.002259,"192.168.1.100","192.168.1.102","Query","2611","1","3","Read Holding Registers"
60.003097,"192.168.1.102","192.168.1.100","Response","2611","1","3","Read Holding Registers"
60.003591,"192.168.1.100","192.168.1.104","Query","2615","1","3","Read Holding Registers"
60.004472,"192.168.1.104","192.168.1.100","Response","2615","1","3","Read Holding Registers"
60.005084,"192.168.1.100","192.168.1.103","Query","2598","1","3","Read Holding Registers"
60.005942,"192.168.1.103","192.168.1.100","Response","2598","1","3","Read Holding Registers"
60.006517,"192.168.1.100","192.168.1.106","Query","2612","1","3","Read Holding Registers"
60.007362,"192.168.1.106","192.168.1.100","Response","2612","1","3","Read Holding Registers"
60.008758,"192.168.1.100","192.168.1.101","Query","2585","1","2","Read Discrete Inputs"
60.009559,"192.168.1.101","192.168.1.100","Response","2585","1","2","Read Discrete Inputs"
60.011227,"192.168.1.100","192.168.1.102","Query","2612","1","2","Read Discrete Inputs"
60.011995,"192.168.1.102","192.168.1.100","Response","2612","1","2","Read Discrete Inputs"
60.013504,"192.168.1.100","192.168.1.104","Query","2616","1","2","Read Discrete Inputs"
60.014354,"192.168.1.104","192.168.1.100","Response","2616","1","2","Read Discrete Inputs"
60.016321,"192.168.1.100","192.168.1.105","Query","2566","1","3","Read Holding Registers"
60.017143,"192.168.1.105","192.168.1.100","Response","2566","1","3","Read Holding Registers"
60.017729,"192.168.1.100","192.168.1.103","Query","2599","1","2","Read Discrete Inputs"
60.01853,"192.168.1.103","192.168.1.100","Response","2599","1","2","Read Discrete Inputs"
60.019892,"192.168.1.100","192.168.1.106","Query","2613","1","2","Read Discrete Inputs"
60.020688,"192.168.1.106","192.168.1.100","Response","2613","1","2","Read Discrete Inputs"
60.023034,"192.168.1.100","192.168.1.101","Query","2586","1","1","Read Coils"
60.023854,"192.168.1.101","192.168.1.100","Response","2586","1","1","Read Coils"
60.024613,"192.168.1.100","192.168.1.102","Query","2613","1","1","Read Coils"
60.02544,"192.168.1.102","192.168.1.100","Response","2613","1","1","Read Coils"
60.02805,"192.168.1.100","192.168.1.104","Query","2617","1","1","Read Coils"
60.028861,"192.168.1.104","192.168.1.100","Response","2617","1","1","Read Coils"
60.029616,"192.168.1.100","192.168.1.105","Query","2567","1","2","Read Discrete Inputs"
60.030458,"192.168.1.105","192.168.1.100","Response","2567","1","2","Read Discrete Inputs"
60.032297,"192.168.1.100","192.168.1.103","Query","2600","1","1","Read Coils"
60.033091,"192.168.1.103","192.168.1.100","Response","2600","1","1","Read Coils"
60.03447,"192.168.1.100","192.168.1.106","Query","2614","1","1","Read Coils"
60.034871,"192.168.1.106","192.168.1.100","Response","2614","1","1","Read Coils"
60.037885,"192.168.1.100","192.168.1.105","Query","2568","1","1","Read Coils"
60.038297,"192.168.1.105","192.168.1.100","Response","2568","1","1","Read Coils"
70.000114,"192.168.1.100","192.168.1.106","Query","2615","1","3","Read Holding Registers"
70.000962,"192.168.1.106","192.168.1.100","Response","2615","1","3","Read Holding Registers"
70.001648,"192.168.1.100","192.168.1.104","Query","2618","1","3","Read Holding Registers"
70.002547,"192.168.1.104","192.168.1.100","Response","2618","1","3","Read Holding Registers"
70.003053,"192.168.1.100","192.168.1.101","Query","2587","1","3","Read Holding Registers"
70.003971,"192.168.1.101","192.168.1.100","Response","2587","1","3","Read Holding Registers"
70.004489,"192.168.1.100","192.168.1.102","Query","2614","1","3","Read Holding Registers"
70.005288,"192.168.1.102","192.168.1.100","Response","2614","1","3","Read Holding Registers"
70.005872,"192.168.1.100","192.168.1.103","Query","2601","1","3","Read Holding Registers"
70.006741,"192.168.1.103","192.168.1.100","Response","2601","1","3","Read Holding Registers"
70.007222,"192.168.1.100","192.168.1.105","Query","2569","1","3","Read Holding Registers"
70.00806,"192.168.1.105","192.168.1.100","Response","2569","1","3","Read Holding Registers"
70.010481,"192.168.1.100","192.168.1.106","Query","2616","1","2","Read Discrete Inputs"
70.011278,"192.168.1.106","192.168.1.100","Response","2616","1","2","Read Discrete Inputs"
70.012104,"192.168.1.100","192.168.1.104","Query","2619","1","2","Read Discrete Inputs"
70.012926,"192.168.1.104","192.168.1.100","Response","2619","1","2","Read Discrete Inputs"
70.015508,"192.168.1.100","192.168.1.101","Query","2588","1","2","Read Discrete Inputs"
70.016331,"192.168.1.101","192.168.1.100","Response","2588","1","2","Read Discrete Inputs"
70.019148,"192.168.1.100","192.168.1.103","Query","2602","1","2","Read Discrete Inputs"
70.019989,"192.168.1.103","192.168.1.100","Response","2602","1","2","Read Discrete Inputs"
70.021226,"192.168.1.100","192.168.1.105","Query","2570","1","2","Read Discrete Inputs"
70.022046,"192.168.1.105","192.168.1.100","Response","2570","1","2","Read Discrete Inputs"
70.023516,"192.168.1.100","192.168.1.106","Query","2617","1","1","Read Coils"
70.02396,"192.168.1.106","192.168.1.100","Response","2617","1","1","Read Coils"
70.0255,"192.168.1.100","192.168.1.104","Query","2620","1","1","Read Coils"
70.02597,"192.168.1.104","192.168.1.100","Response","2620","1","1","Read Coils"
70.026333,"192.168.1.100","192.168.1.101","Query","2589","1","1","Read Coils"
70.026807,"192.168.1.101","192.168.1.100","Response","2589","1","1","Read Coils"
70.027069,"192.168.1.100","192.168.1.102","Query","2615","1","2","Read Discrete Inputs"
70.02756,"192.168.1.102","192.168.1.100","Response","2615","1","2","Read Discrete Inputs"
70.028614,"192.168.1.100","192.168.1.103","Query","2603","1","1","Read Coils"
70.029086,"192.168.1.103","192.168.1.100","Response","2603","1","1","Read Coils"
70.029557,"192.168.1.100","192.168.1.105","Query","2571","1","1","Read Coils"
70.030033,"192.168.1.105","192.168.1.100","Response","2571","1","1","Read Coils"
70.03312,"192.168.1.100","192.168.1.102","Query","2616","1","1","Read Coils"
70.033578,"192.168.1.102","192.168.1.100","Response","2616","1","1","Read Coils"
80.00048,"192.168.1.100","192.168.1.105","Query","2572","1","3","Read Holding Registers"
80.00136,"192.168.1.105","192.168.1.100","Response","2572","1","3","Read Holding Registers"
80.001944,"192.168.1.100","192.168.1.101","Query","2590","1","3","Read Holding Registers"
80.002886,"192.168.1.101","192.168.1.100","Response","2590","1","3","Read Holding Registers"
80.003474,"192.168.1.100","192.168.1.104","Query","2621","1","3","Read Holding Registers"
80.004328,"192.168.1.104","192.168.1.100","Response","2621","1","3","Read Holding Registers"
80.009611,"192.168.1.100","192.168.1.102","Query","2617","1","3","Read Holding Registers"
80.010108,"192.168.1.100","192.168.1.105","Query","2573","1","2","Read Discrete Inputs"
80.010456,"192.168.1.102","192.168.1.100","Response","2617","1","3","Read Holding Registers"
80.010929,"192.168.1.105","192.168.1.100","Response","2573","1","2","Read Discrete Inputs"
80.011506,"192.168.1.100","192.168.1.101","Query","2591","1","2","Read Discrete Inputs"
80.01231,"192.168.1.101","192.168.1.100","Response","2591","1","2","Read Discrete Inputs"
80.012548,"192.168.1.100","192.168.1.106","Query","2618","1","3","Read Holding Registers"
80.013404,"192.168.1.106","192.168.1.100","Response","2618","1","3","Read Holding Registers"
80.014118,"192.168.1.100","192.168.1.104","Query","2622","1","2","Read Discrete Inputs"
80.014693,"192.168.1.100","192.168.1.103","Query","2604","1","3","Read Holding Registers"
80.014942,"192.168.1.104","192.168.1.100","Response","2622","1","2","Read Discrete Inputs"
80.015533,"192.168.1.103","192.168.1.100","Response","2604","1","3","Read Holding Registers"
80.026905,"192.168.1.100","192.168.1.102","Query","2618","1","2","Read Discrete Inputs"
80.027355,"192.168.1.100","192.168.1.104","Query","2623","1","1","Read Coils"
80.027771,"192.168.1.102","192.168.1.100","Response","2618","1","2","Read Discrete Inputs"
80.027886,"192.168.1.100","192.168.1.106","Query","2619","1","2","Read Discrete Inputs"
80.028226,"192.168.1.104","192.168.1.100","Response","2623","1","1","Read Coils"
80.028694,"192.168.1.106","192.168.1.100","Response","2619","1","2","Read Discrete Inputs"
80.033572,"192.168.1.100","192.168.1.101","Query","2592","1","1","Read Coils"
80.034222,"192.168.1.100","192.168.1.106","Query","2620","1","1","Read Coils"
80.034443,"192.168.1.101","192.168.1.100","Response","2592","1","1","Read Coils"
80.034991,"192.168.1.100","192.168.1.102","Query","2619","1","1","Read Coils"
80.03504,"192.168.1.106","192.168.1.100","Response","2620","1","1","Read Coils"
80.035412,"192.168.1.100","192.168.1.103","Query","2605","1","2","Read Discrete Inputs"
80.035754,"192.168.1.100","192.168.1.105","Query","2574","1","1","Read Coils"
80.035796,"192.168.1.102","192.168.1.100","Response","2619","1","1","Read Coils"
80.036303,"192.168.1.103","192.168.1.100","Response","2605","1","2","Read Discrete Inputs"
80.036601,"192.168.1.105","192.168.1.100","Response","2574","1","1","Read Coils"
80.041719,"192.168.1.100","192.168.1.103","Query","2606","1","1","Read Coils"
80.042489,"192.168.1.103","192.168.1.100","Response","2606","1","1","Read Coils"
86.427596,"192.168.1.100","192.168.1.103","Query","1","1","5","Write Single Coil"
86.428062,"192.168.1.103","192.168.1.100","Response","1","1","5","Write Single Coil"
90.000701,"192.168.1.100","192.168.1.102","Query","2620","1","3","Read Holding Registers"
90.001539,"192.168.1.102","192.168.1.100","Response","2620","1","3","Read Holding Registers"
90.002165,"192.168.1.100","192.168.1.105","Query","2575","1","3","Read Holding Registers"
90.003018,"192.168.1.105","192.168.1.100","Response","2575","1","3","Read Holding Registers"
