"Time","Source","Destination","Protocol","Length"
1.069470798,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
1.069471342,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
1.069971815,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
1.069974241,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
1.069974831,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
1.994125227,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
1.994436179,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
1.994443179,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
1.998228164,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
1.99823369,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
1.998234729,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
2.002194589,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
2.002200242,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
2.002201619,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
2.008083374,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
2.008091042,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
2.008092669,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
2.010818115,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
2.010825051,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
2.010826775,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
2.015038813,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
2.015045465,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
2.015046825,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
2.018416585,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
2.018421508,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
2.018422326,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
2.018423141,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
2.01842342,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
2.074919024,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
2.07492882,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
2.074929852,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
2.078380289,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
2.078386269,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
2.078387335,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
2.084498208,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
2.085229367,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
2.086693101,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
2.093644471,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
2.093650741,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
2.093651844,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
2.097504547,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
2.097511666,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
2.097512829,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
2.102429968,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
2.102436319,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
2.102437596,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
2.106867494,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
2.107070427,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
2.107073616,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
2.110410615,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
2.110416046,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
2.110416685,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
2.112212469,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
2.112218016,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
2.112218804,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
2.113378673,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
2.113382293,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
2.113383031,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
3.021000902,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
3.021215619,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
3.021219181,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
3.025620761,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
3.025626428,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
3.025627837,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
3.028123127,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
3.028128213,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
3.028129215,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
3.031655368,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
3.031661362,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
3.031662522,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
3.036679395,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
3.036708141,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
3.036709478,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
3.038953321,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
3.03895649,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
3.038957197,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
3.040680036,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
3.040683847,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
3.04068436,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
3.041203968,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
3.041206994,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
3.121517928,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
3.121528192,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
3.121529294,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
3.145321271,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
3.14532924,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
3.145330317,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
3.145330776,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
3.145331187,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
3.145331578,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
3.145331963,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
3.145332233,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
3.145332688,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
3.145333846,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
3.145334437,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
3.145334733,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
3.145335177,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
3.145335964,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
3.145336288,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
3.145336668,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
3.145338442,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
3.145338991,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
3.145339278,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
3.145339908,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
3.145340531,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
3.145341602,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
3.145341944,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
3.145342666,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
3.15579549,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
3.156616459,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
3.157214352,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
4.045133467,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
4.045142284,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
4.04514336,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
4.048185659,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
4.048191372,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
4.048193066,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
4.0511852,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
4.051190656,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
4.051373302,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
4.055063339,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
4.055069377,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
4.055070492,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
4.058784889,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
4.058793274,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
4.058794305,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
4.060594948,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
4.060600702,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
4.060601873,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
4.061741209,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
4.061745805,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
4.061746725,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
4.084313074,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
4.08431735,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
4.164839016,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
4.164849186,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
4.1653028,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
4.168892825,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
4.1706543,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
4.170660908,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
4.175273488,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
4.175278717,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
4.175279746,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
4.177335356,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
4.178310529,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
4.178313983,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
4.180412638,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
4.18041644,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
4.180417247,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
4.18576569,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
4.186559623,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
4.186562562,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
4.192705999,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
4.192713884,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
4.193048792,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
4.197536214,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
4.197798116,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
4.197801229,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
4.200783927,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
4.200786577,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
4.201149004,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
4.205059316,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
4.2050629,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
4.205063555,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
5.065942152,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
5.065949936,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
5.065950892,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
5.069579371,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
5.069585629,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
5.069586674,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
5.072269946,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
5.073522791,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
5.073528585,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
5.081674153,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
5.08168039,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
5.082061606,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
5.086068076,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
5.086071599,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
5.086321563,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
5.090401406,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
5.090406441,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
5.090407915,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
5.094084747,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
5.094089681,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
5.09409069,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
5.095734125,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
5.095738193,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
5.215140375,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
5.215150388,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
5.216275978,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
5.229626163,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
5.22963592,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
5.229636796,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
5.237540337,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
5.237550147,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
5.237551237,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
5.237551996,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
5.237552801,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
5.237554148,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
5.240854765,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
5.240860215,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
5.24086099,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
5.250743461,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
5.250753461,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
5.250754452,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
5.254574904,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
5.255312568,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
5.255316025,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
5.258479442,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
5.258482063,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
5.258482588,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
5.261377704,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
5.261380505,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
5.261380906,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
5.264385854,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
5.264631492,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
5.264634599,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
6.107203469,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
6.107211207,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
6.107212289,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
6.115504556,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
6.115513447,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
6.115514883,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
6.123217506,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
6.123226213,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
6.123227205,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
6.12953579,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
6.129544359,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
6.129544822,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
6.133386823,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
6.133394309,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
6.133395051,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
6.13700889,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
6.137013032,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
6.137014027,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
6.1407243,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
6.141129218,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
6.141131978,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
6.142676771,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
6.14267995,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
6.274259129,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
6.274268928,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
6.274269964,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
6.283529049,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
6.283537796,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
6.283539443,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
6.298546511,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
6.298557386,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
6.298558575,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
6.309229237,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
6.309239158,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
6.30923982,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
6.313074845,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
6.313079888,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
6.313080281,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
6.316971228,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
6.317210968,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
6.317336551,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
6.321458408,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
6.321762699,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
6.321765627,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
6.325513022,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
6.326050659,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
6.326053393,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
6.329133765,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
6.329139367,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
6.329140002,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
6.332982474,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
6.332988667,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
6.332989703,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
7.151143939,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
7.151756893,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
7.151762015,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
7.159420421,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
7.160043556,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
7.160048904,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
7.16753007,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
7.167894387,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
7.167899118,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
7.175327248,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
7.175789039,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
7.175792955,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
7.180872526,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
7.180880473,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
7.180881581,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
7.184383443,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
7.184389259,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
7.184390066,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
7.187661298,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
